PLAN TYPE,PLAN NO,PLAN YEAR,CALENDAR YEAR,Plan,DESCRIPITION OF PLAN,# OF SHEETS,Project on File,LINK TO ELECTRONIC FILES
S,59,2005,2005,S-59-2005,BISON COURT TOWNHOMES,24,X,S-59-2005
S,59,2005,2005,S-59-2005,BISON CT. TOWNHOMES - REVISED PLANS ,25,X,S-59-2005
S,59,2006,2006,S-59-2006,WAYLAND HEIGHTS,3,X,S-59-2006
S,59,2007,2007,S-59-2007,JOHN & NANCY PROCTOR SUBDIVISION,5,X,S-59-2007
S,59,2008,8-Aug,S-59-2008,SILVER LAKE BLUFFS-5300 TRYON RD-REVISED 4/2010,22,X,S-59-2008
S,60,1984,6/6/1984,S-60-1984,SUSSEX PLACE ; SECTION 2      ( Q-1160 ),1,X,S-60-1984
S,60,1986,Jan-86,S-60-1986,COLD SPRINGS ESTATES ; LOTS 14 & 14A   (P-820 ),1,X,S-60-1986
S,60,1990,Oct-90,S-60-1990,SMOKE TREE ; PHASE 3-A     ( S-1023 ),1,X,S-60-1990
S,60,1993,Jun-93,S-60-1993,BRITTANY WOODS TOWN HOMES   (L-1272 ; L-1345 ; L-1397 ; L-1434 ; L-1443 ; S-1119 ),6,X,S-60-1993
S,60,1994,Mar-94,S-60-1994,SUBDIVISION PLAT & RIGHT OF WAY DEDICATION OF BROOKHAVEN ANNEX   ( L-1460 ),1,X,S-60-1994
S,60,1995,May-95,S-60-1995,I-40 INDUSTRIAL PARK ,11,X,S-60-1995
S,60,1997,1997,S-60-1997,ATLANTIC / SIX FORKS CENTER - RD P&P MARKINGS,2,X,S-60-1997
S,60,1998,1998,S-60-1998,SUBDIVISION PLAT ; 700 BLOCK OF WEST JOHNSON ST.,1,X,S-60-1998
S,60,2002,2-Feb,S-60-2002,WESLYN SUBD-CONST PL-STE/UTIL/P&P,15,X,S-60-2002
S,60,2003,2003,S-60-2003,HAMMOND BUSINESS PLACE COMMERCIAL PARK,6,X,S-60-2003
S,60,2003,2003,S-60-2003,HAMMOND BUSINESS PLACE COMMERCIAL PARK - SEWER REVISION,2,X,S-60-2003
S,60,2003,2003,S-60-2003,HAMMOND BUSINESS PLACE - SEWER REV.,8,X,S-60-2003
S,60,2003,2003,S-60-2003,HAMMOND BUSINESS PLACE - REVISION,7,X,S-60-2003
S,60,2008,2008,S-60-2008,BRENTWOOD GREEN -CONSTRUCTION PLANS,15,X,S-60-2008
S,61,1986,Feb-86,S-61-1986,SMOKE TREE TOWNHOMES & REC. AREA ( S-768 ; S-769 ),2,X,S-61-1986
S,61,1989,Jun-89,S-61-1989,SUBDIVISION PLAT ;PROPERTY OF LEADMINE LAND COMPANY  (M-873 ; M-875 ),2,X,S-61-1989
S,61,1991,Jun-91,S-61-1991,DIVISION OF PROPERTY OF MARGARET H. MOORE AND OTHERS  (S-1050 ; S-1230 ),2,X,S-61-1991
S,61,1992,Jun-92,S-61-1992,PYLON COMMERCIAL PARK ; LOTS 16 ; 18 ; 20 & 22  (J-606 ; J-634 ),2,X,S-61-1992
S,61,1993,Jul-93,S-61-1993,SUBDIVISION FOR GEORGE L. BREEDLOVE & BETTY A. BREEDLOVE   ( Y-504 ),1,X,S-61-1993
S,61,1995,Nov-95,S-61-1995,HAIG POINT AT HEDINGHAM ON THE NEUSE (BM1995PG2052)/OLD RIVER RIDGE SUB'D. (BM1997PG10780,2,X,S-61-1995
S,61,1997,Oct-97,S-61-1997,ST JAMES CHURCH RD - P&P; ERO; L/S,11,X,S-61-1997
S,61,1997,1997,S-61-1997,ST JAMES CHURCH RD - P&P EROSION; L/S REVISION,10,X,S-61-1997
S,61,2000,2000,S-61-2000,PINE HILLS ELDERLY NURSING - INFRASTRUCTURE IMP; STE; GR; DR; UTE; SS; ERO; P&P,8,X,S-61-2000
S,61,2001,2001,S-61-2001,WAKEFIELD-LONGWOOD TNHMS         UTIL;ERO;P&P;ROADS,5,X,S-61-2001
S,61,2002,2002,S-61-2002,CRESENT RIDGE;  PHASE 1;2;3;4,28,X,S-61-2002
S,61,2004,2004,S-61-2004,THE RIDGES OF MAYBROOK - CLUSTER SUBDIVISION,14,X,S-61-2004
S,61,2008,2008,S-61-2008,CORPORATE CENTER PLAZA ; INFRASTRUCTURE PLANS,31,X,S-61-2008
S,62,1987,6/9/1987,S-62-1987,TERRACE PARK TOWNHOMES  ( S-874- 1-5 ; S-876 ),6,X,S-62-1987
S,62,1988,Apr-88,S-62-1988,TOWNHOUSE LOTS - MORGAN'S WAY   ( W-243 ),1,X,S-62-1988
S,62,1990,Sep-90,S-62-1990,ARDEN FOREST SUBDIVISION ; PHASE 1 ; SECTION 1 & 2    ( K-783 ; K-784 ),2,X,S-62-1990
S,62,1992,Jun-92,S-62-1992,LAKELAND WOODS ; MAPS 1 - 3  AND  RECOMBINATIONS ,6,X,S-62-1992
S,62,1993,Mar-93,S-62-1993,DIVISION OF LOT 44 - RIVERBEND PLANTATION  (S-1261 ),1,X,S-62-1993
S,62,1995,Apr-95,S-62-1995,PENN CORP OFFICE PARK  ,6,X,S-62-1995
S,62,1996,Aug-96,S-62-1996,NEW HOPE CROSSING PH1,3,X,S-62-1996
S,62,1996,1996,S-62-1996,NEW HOPE CROSSING,4,X,S-62-1996
S,62,1996,1996,S-62-1996,NEW HOPE CROSSING PH 3 - LOT LAYOUT P&P,3,X,S-62-1996
S,62,1996,1996,S-62-1996,NEW HOPE CROSSING PH 5,1,X,S-62-1996
S,62,1996,1997,S-62-1996,NEW HOPE CROSSING PH 4 - LOTS; RDS; P&P,3,X,S-62-1996
S,62,1997,1997,S-62-1997,SUBDIVISION OF LOT 2; CITY MARKET PARKING LOT ; 226 E. MARTIN ST.,1,X,S-62-1997
S,62,2000,Jun-97,S-62-2000,DOIE COPE RD EXT - GLEN EDEN DR P&P,5,X,S-62-2000
S,62,2000,2000,S-62-2000,GROVE BARTON SUBD - SS EASEMENT; CONSTR EASEMENT,1,X,S-62-2000
S,62,2001,2000,S-62-2001,DOIE COPE RD,11,X,S-62-2001
S,62,2002,2002,S-62-2002,WILLIS - MALONEY SUBDIVISION (WHITAKER DRIVE),4,X,S-62-2002
S,62,2007,2007,S-62-2007,NORTH HILLS EAST - STORMWATER & WETLAND REVISION,4,X,S-62-2007
S,62,2007,7-Jul,S-62-2007,NORTH HILLS EAST - INFRASTRUCTURE CONSTRUCTION DRWAINGS - PH 3,14,X,S-62-2007
S,62,1983,1983,S-62-1983,RECOMB. OF LOT'S 28R & 29R ; BRENTWOOD SUBDIVISION -THOMAS TRACT  (Q-1124 ),1,X,S-62-1983
S,62,1987,Jun-87,S-62-1987,PROPERTY OF HOSPITAL CORP. OF AMERICA ; 3300 OLD WAKE FOREST ROAD   (Q-1113),1,X,S-62-1987
S,62,1988,Jun-88,S-62-1988,LOT'S 3 - 5 -CLARK AVENUE SUBDIVISION    ( E-204 ; E-206 ; E-213 ),3,X,S-62-1988
S,63,1990,Oct-90,S-63-1990,NORTH BOULEVARD INDUSTRIAL PARK ; LOT'S I-19 THRU I-22   ( Q-1275 ),1,X,S-63-1990
S,63,1991,Oct-91,S-63-1991,SUBDIVISION PLAT OF PROPERTY OF EMERALD POINT  (M-958),1,X,S-63-1991
S,63,1993,Feb-93,S-63-1993,STONEHENGE OFFICE PARK WEST ; LOT 1308   (L-1246),1,X,S-63-1993
S,63,1994,Oct-94,S-63-1994,CHARLESTON RIDGE ASSOCIATES - 1720 RIDGE RD.   ( K-819 ; K-829 ),2,X,S-63-1994
S,63,1995,Oct-95,S-63-1995,EASTWINDS @ PINECREST,10,X,S-63-1995
S,63,1993,1995,S-63-1993,EASTWINDS @ PINECREST PH 2,1,X,S-63-1993
S,63,1995,1995,S-63-1995,EASTWINDS @ PINECREST PH 3,1,X,S-63-1995
S,63,1996,1996,S-63-1996,CRABTREE PINES TOWNHOMES PH 7,8,X,S-63-1996
S,63,1996,1996,S-63-1996,CRABTREE OINES TOWNHOMES MASTER PLAN,7,X,S-63-1996
S,63,1998,1998,S-63-1998,TRINITY RD WIDENING - SITE; ROAD; P&P; PAINT,8,X,S-63-1998
S,63,1999,1999,S-63-1999,THE COLONNADE PH 1 - STE; UTE; P&P,7,X,S-63-1999
S,63,1999,1999,S-63-1999,THE COLONNADE - REVISION - SIX FORKS RD WIDENING - SDWK,1,X,S-63-1999
S,63,2000,2000,S-63-2000,DAVID ALLEN CO - C&G; ACCESS EASE,9,X,S-63-2000
S,64,1987,1987,S-64-1987,CAMBRIDGE WOODS SUBDIVISION  ( L-859 ),1,X,S-64-1987
S,64,1991,Sep-91,S-64-1991,EASEMENT EXCHANGE JO WATSON STRONG SUBDIVISION ; ( S-1051),1,X,S-64-1991
S,64,1992,Feb-92,S-64-1992,THE FALLS CENTRE   ( Q-1369 ; Q-1391 ),2,X,S-64-1992
S,64,1993,Oct-93,S-64-1993,BAILEYCROFT SUBDIVISION     ( P-928 ; P-938 ),2,X,S-64-1993
S,64,1994,Oct-94,S-64-1994,SUB'D. MAP -PROPERTY OF NATIONS BANK AND YORK FAMILY PROPERTIES / 2400 BLK YONKERS RD.,1,X,S-64-1994
S,64,1995,Jun-95,S-64-1995,FALLS RIVER TOWN CENTER,1,X,S-64-1995
S,64,1995,1995,S-64-1995,FALLS RIVER TOWN CENTER PGC3,1,X,S-64-1995
S,64,1996,1996,S-64-1996,NEUSE CROSSROADS ; PHASE 1 ; WILD WOOD FOREST DR,15,X,S-64-1996
S,64,1997,1997,S-64-1997,BASSETT FURNITURE - GLENWOOD STATION - CONSTRUCTION DRAWINGS - SITE; UTE; P&P,2,X,S-64-1997
S,64,1998,1998,S-64-1998,TALL TREE PLACE - SITE; TOPO; UTILITY; ERO; P&P,5,X,S-64-1998
S,64,1998,1998,S-64-1998,ENCLAVE & FORESTVILLE FARMS PH 9 - SITE; UTE; ST; P&P,3,X,S-64-1998
S,64,1999,1999,S-64-1999,THE ENCLAVE @ FORESTVILLE FARMS - WATER; OPEN,13,X,S-64-1999
S,64,1999,2000,S-64-1999,ENCLAVE @ FORESTVILLE FARMS PH 11 - STE; UTE; STR; ERO; P&P,15,X,S-64-1999
S,64,1999,2001,S-64-1999,ENCLAVE @ FORESTVILLE FARMS PH 12 - STE; UTE; STR; ERO; P&P,11,X,S-64-1999
S,64,2000,2000,S-64-2000,CAMDEN CROSSING CLUSTER PH 2,10,X,S-64-2000
S,64,2001,2001,S-64-2001,CAMDEN CROSSING - SWR & STRM O/F DTLS,2,X,S-64-2001
S,64,2003,2003,S-64-2003,LEESVILLE CREST SUBDIVISION PHASE 1,18,X,S-64-2003
S,64,2006,2006,S-64-2006,"BRIER CRK CORP. CTR SANITARY SEWER OUTFALL ""A""",5,X,S-64-2006
S,64,2006,6-Oct,S-64-2006,REVISION - BRIER CRK CORP CTR STRMWTR WETLAND #1 RETRO FIT,5,X,S-64-2006
S,64,2007,7-Dec,S-64-2007,WINDSOR MANOR,22,X,S-64-2007
S,64,1986,1986,S-64-1986,LOT 68 ; FOXCROFT SUBDIVISION - PROPERTY OF WILLIAM T. BEATY   ( S-750 ),1,X,S-64-1986
S,64,1989,Mar-89,S-64-1989,SHELDEN WAY TOWN HOUSES    ( W-253 ; W-254 ),2,X,S-64-1989
S,65,1991,Aug-91,S-65-1991,SUBDIVISION MAP FOR CHIPPENHAM SQUARE   ( L-1129 ),1,X,S-65-1991
S,65,1993,Dec-93,S-65-1993,UMSTEAD CROSSING SUBDIVISION  ,4,X,S-65-1993
S,65,1995,Dec-95,S-65-1995,SEDGEFIELD WOODS CUD,2,X,S-65-1995
S,65,1995,1995,S-65-1995,SEDGEFIELD WOODS CUD - REV.,2,X,S-65-1995
S,65,1996,1996,S-65-1996,BRECKENRIDGE SUBDIVISION ; PHASE IV ; P&P HOUSEWREN PLACE,1,X,S-65-1996
S,65,1997,1997,S-65-1997,SURVEY FOR UNITED CAROLINA BANK,1,X,S-65-1997
S,65,1998,Jul-98,S-65-1998,WINDWARD DOWNS PH 1 - SITE; RDS; UTILITY; P&P; EROS,17,X,S-65-1998
S,65,1998,1998,S-65-1998,WINWOOD DOWNS PH 1 - REVISION,10,X,S-65-1998
S,65,1999,1999,S-65-1999,FARMINGTON - ROCK QUARY RD WIDENING - P&P,2,X,S-65-1999
S,65,2000,2000,S-65-2000,WYCKFORD SUBD PH 5&6 - SUBD; UTE; ERO; ROADS; P&P,12,X,S-65-2000
S,65,2000,2001,S-65-2000,WYCKFORD PH 5&6 REVISION - ERO; P&P,2,X,S-65-2000
S,65,2003,2003,S-65-2003,BRIER PARK; PARCEL J-1-A PHASE 1 - STRM;GEN;RD;WTR;SWR; UTE;PHASE,12,X,S-65-2003
S,65,2003,2004,S-65-2003,INFRASTRUCTURE CONSTRUCTION - BRIER CREEK J-1-1; PHASE 1 WATERLINE,2,X,S-65-2003
S,65,2003,2004,S-65-2003,BRIER CREEK J-1-A; PHASE 1 UTILITY REVISIONS,2,X,S-65-2003
S,65,2004,2005,S-65-2004,WAKE TECH COMMUNITY COLLEGE NORTHEAST CAMPUS EXPANSION INF. DRAWINGS,2,X,S-65-2004
S,65,2004,2005,S-65-2004,PERRY CREEK ROAD EXTENSION - PH 1,16,X,S-65-2004
S,65,2004,7-Oct,S-65-2004,FOX ROAD EXTENSION PH 1 - AS PART OF WTCC NORTHWAKE EXPANSION,9,X,S-65-2004
S,65,2004,8-Jan,S-65-2004,FOX ROAD EXTENSION PH 1 REVISION - AS PART OF WTCC NORTHWAKE EXPANSION,1,X,S-65-2004
S,65,2004,8-Feb,S-65-2004,FOX ROAD EXTENSION PH 2 - REVISION PAVEMENT MARKING & SIGNAGE,10,X,S-65-2004
S,65,2004,8-Apr,S-65-2004,"WAKE TECH COMMUNITY COLLEGE NORTHEAST CAMPUS EXPANSION ""REVISION""",23,X,S-65-2004
S,66,1988,1988,S-66-1988,S & G SIX FORKS RD. PROPERTY - HORIZION DRIVE  ( M-865 ; M-897 ),2,X,S-66-1988
S,66,1990,May-90,S-66-1990,BLUFFS AT HARRINGTON GROVE    ( L-1098 ),1,X,S-66-1990
S,66,1992,Apr-92,S-66-1992,CAPITAL CROSSING - PHASE 1   ( Q-1408-1 ; Q-1408-2 ),3,X,S-66-1992
S,66,1993,Jul-93,S-66-1993,WESTBOROUGH SUBDIVISION ; PHASE 2  CONST. DWG.S  (L-1488 ),20,X,S-66-1993
S,66,1997,Jun-97,S-66-1997,CROSSWINDS INDUSTRIAL PARK PH 2 - P&P; LOTS; SITE; ,11,X,S-66-1997
S,66,1998,1998,S-66-1998,MARKET @ PERRY CREEK - SITE; UTE; SOUTHALL EXT; P&P,10,X,S-66-1998
S,66,1998,1999,S-66-1998,MARKET @ PERRY CREEK - REVISION,9,X,S-66-1998
S,66,1999,1999,S-66-1999,FARMINGTON WOODS PH 7; 8; 9 & 10 - SITE; UTIL; STRM; P&P,10,X,S-66-1999
S,66,2002,2002,S-66-2002,THORNTON COMMONS  TNHM SUBD,14,X,S-66-2002
S,66,2002,2003,S-66-2002,THORNTON COMMONS TOWNHOMES - REVISIONS,9,X,S-66-2002
S,66,2004,2004,S-66-2004,CORBAN SUBDIVISION SANITARY SEWER EXTENSION,3,X,S-66-2004
S,66,2005,2006,S-66-2005,MURRAY HILL AT CROSSWINDS,9,X,S-66-2005
S,66,2006,2006,S-66-2006,GLENWOOD NORTH; LOT 4,17,X,S-66-2006
S,66,1982,1982,S-66-1982,CHEROKEE INDUSTRIAL PARK ; LOT 8    ( J-534 ),1,X,S-66-1982
S,66,1986,Mar-86,S-66-1986,WEST LAKE VILLAGE  ; PHASE 2 ; SECTION'S 1- 3     ( L-752 ; L-797 ; L-813 ),3,X,S-66-1986
S,67,1987,May-86,S-67-1987,CENTURY CENTER ; LOT'S 1 - 5 ; 9 - 11   ( T-676 ; T-720 ; T-758 ),3,X,S-67-1987
S,67,1989,Oct-87,S-67-1989,LEESVILLE RD. AT FAIRBANKS DR. SUBDIVISION ; LOT 1,1,X,S-67-1989
S,67,1991,Aug-91,S-67-1991,HARPSMILL ESTATES     ( Q-1343 ),1,X,S-67-1991
S,67,1994,Feb-92,S-67-1994,PROPERTY SURVEY FOR CURTIS McCONNELL     ( Q-1537 ; Q-1592 ),2,X,S-67-1994
S,67,1995,Jun-95,S-67-1995,WAKE TOWN CENTER LOTS 1-5,5,X,S-67-1995
S,67,1995,1995,S-67-1995,WAKE TOWNE CENTER,4,X,S-67-1995
S,67,1996,1996,S-67-1996,THE STREAMS @ THE FIELDS  ,7,X,S-67-1996
S,67,1996,1996,S-67-1996,THE STREAMS TOWNHOUSES PH 3 @ THE FIELDS - P&P,16,X,S-67-1996
S,67,1996,1996,S-67-1996,THE STREAMS @ THE FIELDS SITE PLAN P&P - REVISED PHASE LINES,8,X,S-67-1996
S,67,1996,1997,S-67-1996,THE STREAMS @ THE FIELDS - REVISION - TRAWICK RD P&P,16,X,S-67-1996
S,67,1998,1998,S-67-1998,ARLINGTON PLACE - SITE; UTE; P&P; ERO,5,X,S-67-1998
S,67,2002,2002,S-67-2002,HAMMOND CENTER - SUBD;UTE;ERO;P&P,12,X,S-67-2002
S,67,2002,2002,S-67-2002,HAMMOND CENTER UTILITY PLAN REVISIONS,2,X,S-67-2002
S,67,2004,4-Aug,S-67-2004,PLANTATION POINT - OFF SITE PUB RD IMPR & PUB WATERLINE EXTENSION,38,X,S-67-2004
S,67,2004,2004,S-67-2004,PLANTATION POINT - ON SITE PUB IMPROVEMENTS - SANITARY SEWER ONLY,10,X,S-67-2004
S,67,2005,2005,S-67-2005,ON SITE PRIVATE WATER FOR PLANTATION POINT,10,X,S-67-2005
S,67,2005,2005,S-67-2005,PLANTATION POINT - OFF SITE PUB RD IMPR & PUB WATERLINE EXT - REVISIONS,38,X,S-67-2005
S,67,2005,2007,S-67-2005,ARUBA CAPITAL SUBD PUBLIC IMPROVEMENTS,3,X,S-67-2005
S,68,1986,1986,S-68-1986,THE COMMONS OF DURALEIGH RIDGE    ( L-761 ),1,X,S-68-1986
S,68,1988,Jun-88,S-68-1988,STONEHENGE 15 ; SECTION'S 2 &3   (L-929 ; L-996 ),2,X,S-68-1988
S,68,1989,Jun-89,S-68-1989,HEDINGHAM GOLF CLUB  ( S-1030 ; 1064 ),2,X,S-68-1989
S,68,1992,Dec-92,S-68-1992,WINDSOR FOREST ; PHASE 2 ; SECTIONS 1A; 1B ; 2 & 3,6,X,S-68-1992
S,68,1993,Sep-93,S-68-1993,WINDSOR FOREST SUB'D.  ; STREET AND UTILITIES IMPROVEMENTS FOR ASTWELL CT. & CARILEPH CT.,1,X,S-68-1993
S,68,1994,Aug-94,S-68-1994,ROSWELL PLACE APARTMENT COMPLEX    ( Q-1548-A ; Q-1548-B ; Q-1553 ),3,X,S-68-1994
S,68,1995,Jan-95,S-58-1995,HEDINGHAM - CRAIG BURN LN - PH 1,4,X,S-58-1995
S,68,1995,1996,S-68-1995,HEDINGHAM ON THE NEUSE - CRAIG BURN LN,4,X,S-68-1995
S,68,1995,1995,S-68-1995,HEDINGHAM ON THE NEUSE (BLACKWOLF RUN),4,X,S-68-1995
S,68,1996,1996,S-68-1996,PEMBERTON PH 5 - LOT LAYOUT P&P,3,X,S-68-1996
S,68,1996,1997,S-68-1997,PEMBERTON PH 5 & PH 6 - GRADE; ERO; STREETS; P&P,3,X,S-68-1997
S,68,1997,1997,S-68-1997,GROVE BARTON EXTN - LYNN RD TO PINECREST RD P&P,16,X,S-68-1997
S,68,1998,1998,S-68-1998,METHOD  SUBDIVISION,3,X,S-68-1998
S,68,2003,6/252003,S-68-2003,EASTPARK SUBDIVISION - GLOBAL STREET,5,X,S-68-2003
S,68,2003,2003,S-68-2003,EASTPARK SUBDIVISION - GLOBAL STREET - PLAN & PROFILE,6,X,S-68-2003
S,68,2004,2004,S-68-2004,EBENEZER PARK SUBDIVSION,12,X,S-68-2004
S,68,2004,2004,S-68-2004,EBENEZER PARK SUBDIVSION,12,X,S-68-2004
S,68,2005,2005,S-68-2055,RENAISSANCE PARK PHASE I,48,X,S-68-2055
S,68,2005,2005,S-68-2005,TRYON RD REALIGNMENT; JUNCTION BLVD; & TRYON RD WIDENING @ RENAISSANCE PK,18,X,S-68-2005
S,68,2005,2005,S-68-2005,RENAISSANCE PARK PHASE I - OFFSITE SEWER NORTH/SOUTH PUMP STATION FORCEMAIN EXTENSION,8,X,S-68-2005
S,68,2005,2005,S-68-2005,RENAISSANCE PARK PHASE 3,15,X,S-68-2005
S,68,2005,2005,S-68-2005,RENAISSANCE PARK PHASE 4;5;8,24,X,S-68-2005
S,68,2005,2005,S-68-2005,RENAISSANCE PARK PH 2,30,X,S-68-2005
S,68,2005,2007,S-68-2005,RENAISSANCE PARK PHASE 4 & 5,24,X,S-68-2005
S,68,2005,2007,S-68-2005,RENAISSANCE PARK PH 6,15,X,S-68-2005
S,68,2005,7-Sep,S-68-2005,RENAISSANCE PARK PH 6 REVISIONS & NEW PH 9,15,X,S-68-2005
S,68,2005,8-Feb,S-68-2005,RENAISSANCE PARK PH 7,10,X,S-68-2005
S,68,2005,8-Feb,S-68-2005,RENAISSANCE PARK PH I - OFFSITE SEWER NORTH/SOUTH PUMP STA FORCEMAIN EXTN - REVISED,7,X,S-68-2005
S,68,2007,2007,S-68-2007,BUCKHORN PLACE SUBDIVISION PHASE 1 ; REV. PHASES 1-8 ; BRYSON VILLAGE PH. 3,25,X,S-68-2007
S,69,1984,1984,S-69-1984,DURANT TRAILS ; PHASE 3 ; SECTION'S 9 ; 10-A & 11-B,7,X,S-69-1984
S,69,1986,Apr-86,S-69-1986,LITTLE LAKE HILL    ( K-549 ),1,X,S-69-1986
S,69,1988,May-88,S-69-1988,PROPOSED RIGHT OF WAY ACQUISITION ACROSS CHARLES G. BASS PROPERTY  (S-895 ; S-912 ),2,X,S-69-1988
S,69,1989,Jun-89,S-69-1989,OAKLAND HILLS AT HEDINGHAM ON THE NEUSE   ( S-965 ; S-967 ),2,X,S-69-1989
S,69,1990,Mar-90,S-69-1990,LOT 1 ; PORTION OF LOT 2 & PIERCE PROPERTY OF TRINITY ROAD   ( J-589 ),1,X,S-69-1990
S,69,1992,Jan-92,S-69-1992,LOT H ; NORTH RALEIGH TNDUSTRIAL PARK  (Q-1371 ),1,X,S-69-1992
S,69,1993,Nov-93,S-69-1993,HAMMOND INDUSTRIAL PARK; LOTS  ( W-286 ),1,X,S-69-1993
S,69,1994,Dec-94,S-69-1994,LEAD MINE LAKE SUBDIVISION    ( L-1416 ; L-1438 ; L-1448 ),3,X,S-69-1994
S,69,1995,Jan-95,S-69-1995,SUBDIVISION OF GEORGE LANE PROPERTY  ,2,X,S-69-1995
S,69,1996,Feb-96,S-69-1996,CRAIG BURN AT HEDINGHAM ON THE NEUSE ; PHASE'S 1 & 2,2,X,S-69-1996
S,69,1997,Jun-97,S-69-1997,SUNCREST VILLAGE PH 1 - LOT LAYOUT; RDS; P&P; REPHASING ONLY,3,X,S-69-1997
S,69,1997,1997,S-69-1997,UTILITY IMPROVEMENTS FOR SUNCREST,2,X,S-69-1997
S,69,2000,2000,S-69-2000,UNITED RENTAL SHOP - P&P; PUBLIC IMP; SITE DATA,2,X,S-69-2000
S,69,2001,2001,S-69-2001,BROOKHAVEN; SEC 17 PART D - SUBD; RDS; ERO,7,X,S-69-2001
S,69,2006,2006,S-69-2006,FRENCH DRIVE SUBDIVISION WEST ; CONSTRUCTION PLANS,12,X,S-69-2006
S,70,1988,1988,S-70-1988,PINEHALL PLANTATION    ( S-901 ),1,X,S-70-1988
S,70,1989,Nov-89,S-70-1989,ROYAL BIRKDALE AT HEDINGHAM ON THE NEUSE  ; PHASE 4 ; SECTIONS 1 & 2  (S-951;S-952;S-977;S-978),4,X,S-70-1989
S,70,1992,Sep-92,S-70-1992,WATERFORD LANDING ; PHASE'S 1;2;3;4 & 6,28,X,S-70-1992
S,70,1993,Jun-93,S-70-1993,DURHAM DRIVE WIDENING     ( W-289 ),1,X,S-70-1993
S,70,1994,Aug-94,S-70-1994,OLD RALEIGH VILLAGE     (K-817 ),1,X,S-70-1994
S,70,1996,Sep-96,S-70-1996,SUBDIVISION OF RALEIGH BONDED WAREHOUSE ,1,X,S-70-1996
S,70,1997,Jan-97,S-70-1997,PARKER BUSINESS CENTER - TOPO; P&P,3,X,S-70-1997
S,70,1997,1997,S-70-1997,PARKER BUSINESS CENTER @ SUMMER BLVD / P&P,14,X,S-70-1997
S,70,1997,1997,S-70-1997,PARKER BUSINESS CENTER PH2 - P&P OLD WAKE FOREST RD WIDENING,10,X,S-70-1997
S,70,1997,1997,S-70-1997,PARKER BUSINESS CENTER PH 3 - SITE; SS; ROAD; P&P,10,X,S-70-1997
S,70,1997,1998,S-70-1997,SS EXTENSION LOT 14 & 20,3,X,S-70-1997
S,70,1997,2000,S-70-2000,PARKER BUSINESS CENTER - OLD WAKE FOREST P&P,8,X,S-70-2000
S,70,1998,1998,S-70-1998,TUPPER PLACE PH 1 & 2 - SHAW DEVLOP PROPERTY - SITE; UTE; ERO; RDS; P&P,12,X,S-70-1998
S,70,1999,1999,S-70-1999,WARNER PLACE TOWNS - SITE; UTE; P&P,6,X,S-70-1999
S,70,2003,2003,S-70-2003,SORRELL GROVE SUBDIVISION - STE;GRA;UTE;LS;P&P,9,X,S-70-2003
S,70,2004,2004,S-70-2004,SUMMERLYN PHASE I & 2 - REV.,40,X,S-70-2004
S,70,2005,2005,S-70-2005,GREENWAY VILLAGE,26,X,S-70-2005
S,70,2005,2005,S-70-2005,GREENWAY VILLAGE - REV.,11,X,S-70-2005
S,70,2005,2006,S-70-2005,GREENWAY VILLAGE - REV - REMOVE BRICK PAVERS,2,X,S-70-2005
S,70,2006,2006,S-70-2006,ALEXANDER PLACE SUBD; LOT 101 - PUBLIC IMPROVEMENTS,3,X,S-70-2006
S,70,1978,1978,S-70-1978,RIGHT OF WAY DEDICATION FOR COURTNEY LANE    ( S-887 ),1,X,S-70-1978
S,70,1979,Jul-79,S-70-1979,TOWER COMMERCIAL PARK - LOT SUBDIVISIONS  ( S-808 ; S-849 ; S-850 0,3,X,S-70-1979
S,71,1985,Dec-85,S-71-1985,DILMARK TOWNHOMES ; PHASE 2    ( V-389 ),1,X,S-71-1985
S,71,1987,Mar-87,S-71-1987,PROP. OF UNIVERSITY TOWERS - TRACT 2 ; SEW. EAS'MT.S -LIBERTY HEIGHTS RECOMBINATION (I-160),1,X,S-71-1987
S,71,1989,Apr-86,S-71-1989,SUB'D. MAP & R/W DEDICATION FOR JAMES M. WILBURN & PEGGY W. JOHNSTON PROPERTY (S-1155),1,X,S-71-1989
S,71,1992,Mar-92,S-71-1992,SUBDIVISION OF LOTS 1 & 4 - KNOLLWOOD SUBDIVISION   ( Q-1376 ),1,X,S-71-1992
S,71,1993,Mar-89,S-71-1993,PROPERTY OF GERALD A. MACCIOLI & SANDRA R. MACCIOLI / SURLES RIDGE SUB'D. ( K-800 ; L-1313 ),2,X,S-71-1993
S,71,1994,Nov-93,S-71-1994,CRABTREE FOREST SUBDIVISION     ( L-1426 ),1,X,S-71-1994
S,71,1995,Apr-95,S-71-1995,ATLANTIC/SIX FORKS CENTER LOTS 1-6,6,X,S-71-1995
S,71,1997,1997,S-71-1997,MIDTOWN CENTER,3,X,S-71-1997
S,71,1997,1997,S-71-1997,SOMERSET SPRING SUB - PH 1 - P&P; LOT LAYOUT; MASTER,3,X,S-71-1997
S,71,1997,1997,S-71-1997,SOMERSET SPRING PH 1 / P&P; LAYOUT; MASTER,19,X,S-71-1997
S,71,1997,1999,S-71-1997,SOMMERSET PLACE PH 2 - SINGLE FAMILY; SITE; UTE; RDS; P&P,20,X,S-71-1997
S,71,1997,1997,S-71-1997,SOMERSET SPRING PH 1 - P&P; LOT LAYOUT; MASTER,16,X,S-71-1997
